,loss,mae_metric,mean_squared_error,psnr,iou
0,0.24156548082828522,317.8404846191406,0.2415654957294464,6.551559925079346,0.6755344867706299
1,0.2367129623889923,324.361083984375,0.23671305179595947,6.604351043701172,0.6745177507400513
2,0.2308763712644577,329.0534362792969,0.2308763563632965,6.601105213165283,0.6738373041152954
3,0.23582053184509277,321.05072021484375,0.23582059144973755,6.553277969360352,0.6748684048652649
4,0.23361091315746307,323.37921142578125,0.23361092805862427,6.5586066246032715,0.6746849417686462
5,0.23107387125492096,325.80084228515625,0.23107385635375977,6.589089870452881,0.6745588779449463
6,0.24258647859096527,325.6471252441406,0.24258652329444885,6.511434555053711,0.6745401620864868
7,0.22911226749420166,323.5604553222656,0.2291124165058136,6.6182942390441895,0.6748955249786377
8,0.23014582693576813,326.77557373046875,0.23014579713344574,6.657066345214844,0.674601137638092
9,0.21997345983982086,325.63330078125,0.21997354924678802,6.747247219085693,0.6746545433998108
10,0.23016290366649628,324.801513671875,0.2301628142595291,6.619962692260742,0.6747400760650635
11,0.229828879237175,324.0744323730469,0.22982901334762573,6.604557514190674,0.6748257279396057
12,0.23784038424491882,320.7444152832031,0.237840473651886,6.576217174530029,0.6755041480064392
13,0.22494623064994812,327.06060791015625,0.22494621574878693,6.658629417419434,0.674591064453125
14,0.2373625785112381,322.7439880371094,0.23736251890659332,6.571508407592773,0.6752818822860718
15,0.22585007548332214,327.3996887207031,0.22585004568099976,6.708484649658203,0.6747764348983765
16,0.23022323846817017,322.8682556152344,0.23022332787513733,6.606932163238525,0.6752603650093079
17,0.22836919128894806,324.8527526855469,0.2283691167831421,6.618953227996826,0.6748504638671875
18,0.22153618931770325,327.08135986328125,0.22153623402118683,6.675697326660156,0.6746935844421387
19,0.22268274426460266,320.69085693359375,0.2226826250553131,6.702333927154541,0.6755737066268921
20,0.22264958918094635,325.9237365722656,0.2226494997739792,6.690356731414795,0.6750199198722839
21,0.2263946533203125,328.46783447265625,0.22639453411102295,6.677761077880859,0.6746649146080017
22,0.22822783887386322,321.8936767578125,0.2282278686761856,6.676480770111084,0.675403356552124
23,0.2324819266796112,322.01416015625,0.23248186707496643,6.66938591003418,0.6755889654159546
24,0.23517225682735443,323.77783203125,0.23517225682735443,6.568253040313721,0.675053060054779
25,0.224487766623497,325.20245361328125,0.2244877815246582,6.738534450531006,0.6752005815505981
26,0.21496722102165222,327.63177490234375,0.21496719121932983,6.78746223449707,0.6750313639640808
27,0.232818603515625,321.8371887207031,0.2328186333179474,6.611670017242432,0.6757389307022095
28,0.2269018441438675,319.2798156738281,0.22690176963806152,6.676424503326416,0.6757686734199524
29,0.21887564659118652,329.3680725097656,0.21887558698654175,6.711202621459961,0.674734890460968
30,0.2160150110721588,329.5486755371094,0.21601508557796478,6.757047176361084,0.6747645139694214
31,0.2358855903148651,322.9549255371094,0.2358856499195099,6.610913276672363,0.6755585074424744
32,0.2348119467496872,322.6311950683594,0.23481181263923645,6.616310119628906,0.6754823923110962
33,0.22080160677433014,323.61956787109375,0.22080153226852417,6.713812351226807,0.6754928827285767
34,0.22083206474781036,327.2506103515625,0.22083206474781036,6.671680927276611,0.6750673651695251
35,0.24110223352909088,320.5464782714844,0.24110224843025208,6.5391435623168945,0.6757057905197144
36,0.22485880553722382,325.9171447753906,0.2248588651418686,6.6948089599609375,0.6752479672431946
37,0.2338591068983078,325.4322204589844,0.233859121799469,6.644909381866455,0.6754093170166016
38,0.22172489762306213,326.1183166503906,0.22172492742538452,6.6742634773254395,0.6752304434776306
39,0.23067954182624817,323.6351623535156,0.23067951202392578,6.603307723999023,0.6754091382026672
40,0.23521322011947632,320.8851013183594,0.2352132350206375,6.652749538421631,0.6760492920875549
41,0.23277471959590912,322.9768371582031,0.2327747642993927,6.626968860626221,0.6755128502845764
42,0.23391960561275482,322.0075378417969,0.23391956090927124,6.61975622177124,0.675816535949707
43,0.22285382449626923,322.9944763183594,0.22285382449626923,6.715948104858398,0.6755470633506775
44,0.22412842512130737,320.6273498535156,0.2241283804178238,6.685326099395752,0.6760842800140381
45,0.2343338131904602,319.98944091796875,0.2343338429927826,6.61965274810791,0.6759449243545532
46,0.22348463535308838,324.6736145019531,0.22348463535308838,6.695613861083984,0.6755198240280151
47,0.23001711070537567,324.7987365722656,0.2300170212984085,6.651167869567871,0.6757270097732544
48,0.2248016595840454,323.7270202636719,0.2248016744852066,6.647030830383301,0.675690233707428
49,0.23091375827789307,320.1593322753906,0.23091371357440948,6.621607303619385,0.6759724617004395
50,0.232309952378273,318.6125183105469,0.23230987787246704,6.68172025680542,0.6762402653694153
51,0.23238138854503632,326.46685791015625,0.2323814183473587,6.630807399749756,0.6753818392753601
52,0.23267289996147156,324.7569885253906,0.23267300426959991,6.6621413230896,0.6758050322532654
53,0.23592397570610046,319.3873291015625,0.23592406511306763,6.631669044494629,0.6762262582778931
54,0.21332697570323944,324.70611572265625,0.2133268415927887,6.815814971923828,0.6756369471549988
55,0.22810885310173035,323.6959533691406,0.22810864448547363,6.712902069091797,0.6758590340614319
56,0.22318974137306213,322.4330139160156,0.22318963706493378,6.7137603759765625,0.6757059097290039
57,0.23707611858844757,319.5037536621094,0.23707599937915802,6.622771739959717,0.6761773824691772
58,0.2312813550233841,322.4718017578125,0.23128126561641693,6.632544994354248,0.6761564016342163
59,0.21952904760837555,322.6557922363281,0.21952898800373077,6.740149974822998,0.6758074760437012
60,0.23049426078796387,321.36761474609375,0.2304942011833191,6.634427070617676,0.6759704351425171
61,0.23263530433177948,321.5762634277344,0.2326352745294571,6.652315139770508,0.6760464906692505
62,0.22187058627605438,326.033447265625,0.22187064588069916,6.718188762664795,0.6754010915756226
63,0.2311258465051651,324.3973693847656,0.23112598061561584,6.63594388961792,0.6756892204284668
64,0.22512799501419067,321.1930236816406,0.22512802481651306,6.7066192626953125,0.6759245991706848
65,0.21933193504810333,325.20050048828125,0.21933194994926453,6.77333402633667,0.6757032871246338
66,0.220957949757576,323.1065368652344,0.2209579050540924,6.716603755950928,0.6758112907409668
