,loss,mae_metric,mean_squared_error,psnr,iou
0,0.33524295687675476,89.01536560058594,0.074504554271698,15.841804504394531,0.8410730957984924
1,0.2924903333187103,58.45973587036133,0.0670093446969986,18.25017547607422,0.8789681196212769
2,0.2833693027496338,53.38723373413086,0.05446748062968254,18.329126358032227,0.88128262758255
3,0.3036617338657379,60.794517517089844,0.06929513812065125,17.039697647094727,0.8694890141487122
4,0.2837606966495514,56.95207214355469,0.05887708440423012,17.721515655517578,0.8825555443763733
5,0.26871591806411743,54.7179069519043,0.0600973479449749,18.318096160888672,0.8858105540275574
6,0.28299182653427124,54.049827575683594,0.0593545101583004,17.557079315185547,0.8827204704284668
7,0.2744990587234497,53.98561477661133,0.05690567195415497,18.079254150390625,0.8832399249076843
8,0.2839306592941284,59.936466217041016,0.06329841166734695,17.57512664794922,0.8790175914764404
9,0.26436445116996765,47.94845962524414,0.04720248281955719,18.501296997070312,0.8901662230491638
10,0.2615235149860382,47.944427490234375,0.05320437625050545,18.40694236755371,0.8885445594787598
11,0.2544451653957367,47.52604293823242,0.046779222786426544,19.062345504760742,0.8930733799934387
12,0.2523198425769806,45.28459930419922,0.04272745922207832,19.472604751586914,0.8933088779449463
13,0.2844531834125519,53.95363998413086,0.07244249433279037,18.02016830444336,0.8820666074752808
14,0.25591620802879333,48.49421310424805,0.054084595292806625,19.196908950805664,0.8905943632125854
15,0.2471996396780014,42.5930290222168,0.05486077070236206,19.875986099243164,0.8974071741104126
16,0.24541950225830078,42.737037658691406,0.05219621956348419,19.504356384277344,0.8953952193260193
17,0.2541883885860443,39.75978088378906,0.043510351330041885,19.806045532226562,0.891774594783783
18,0.25551503896713257,43.744895935058594,0.05757899954915047,20.191736221313477,0.8941757678985596
19,0.2375788688659668,38.13758850097656,0.05507228150963783,20.106054306030273,0.8992344737052917
20,0.2468271106481552,39.21894836425781,0.045559290796518326,20.3725643157959,0.8954787850379944
21,0.25287309288978577,37.817100524902344,0.05936240404844284,19.625816345214844,0.8925832509994507
22,0.24032160639762878,40.872276306152344,0.050862930715084076,20.510046005249023,0.897976815700531
23,0.2438148707151413,40.51564407348633,0.06382490694522858,20.149274826049805,0.8966702818870544
24,0.2429380565881729,40.12569808959961,0.054773103445768356,20.518733978271484,0.8967949151992798
25,0.23770077526569366,37.47936248779297,0.06795988231897354,20.174060821533203,0.8991674780845642
26,0.22104749083518982,31.253353118896484,0.042914971709251404,22.16952896118164,0.906086802482605
27,0.22738753259181976,32.984344482421875,0.038764212280511856,21.589876174926758,0.9030634760856628
28,0.23257747292518616,31.587610244750977,0.0363398939371109,21.36249542236328,0.9017386436462402
29,0.24052415788173676,37.82135009765625,0.051688987761735916,20.448396682739258,0.8990834951400757
30,0.23608188331127167,34.0488395690918,0.05150167644023895,20.577041625976562,0.8983611464500427
31,0.216468945145607,30.43427276611328,0.043034877628088,22.207216262817383,0.9080931544303894
32,0.2346363216638565,32.54880142211914,0.041837938129901886,21.719982147216797,0.8997771739959717
33,0.23753052949905396,37.332862854003906,0.059278134256601334,21.129840850830078,0.8985075354576111
34,0.2274637222290039,29.556440353393555,0.044132765382528305,22.08045768737793,0.902576744556427
35,0.20886117219924927,24.00844955444336,0.03298139572143555,22.609783172607422,0.9104889035224915
36,0.21689364314079285,25.50702476501465,0.040661025792360306,22.55681610107422,0.907507598400116
37,0.21699590981006622,25.710590362548828,0.03263207897543907,22.464862823486328,0.9067057967185974
38,0.2326500117778778,34.305274963378906,0.05347564071416855,21.6374568939209,0.901792049407959
39,0.22318623960018158,27.948762893676758,0.04246987774968147,22.23589324951172,0.9038978815078735
40,0.21788634359836578,27.946535110473633,0.041454240679740906,22.588537216186523,0.9073889851570129
41,0.22815753519535065,30.58888053894043,0.05310416221618652,21.71523094177246,0.9025073647499084
42,0.21325570344924927,25.546062469482422,0.034101638942956924,22.49367332458496,0.9086275696754456
43,0.2327740639448166,30.720327377319336,0.04449700936675072,22.155147552490234,0.9005209803581238
44,0.2255265861749649,27.46099090576172,0.03860846534371376,22.452423095703125,0.903780996799469
45,0.2226695716381073,26.859384536743164,0.048392243683338165,22.0839786529541,0.904339611530304
46,0.22065097093582153,27.934389114379883,0.039142269641160965,22.14143180847168,0.9060550332069397
47,0.23431484401226044,32.32100296020508,0.0600028857588768,21.460636138916016,0.899720311164856
48,0.22018642723560333,24.355100631713867,0.038305915892124176,22.118600845336914,0.905112624168396
49,0.22335553169250488,28.793685913085938,0.039864204823970795,22.729278564453125,0.9049791097640991
50,0.21937718987464905,23.296165466308594,0.03281017392873764,22.93609046936035,0.9065966010093689
51,0.2361818253993988,33.89103698730469,0.06227543577551842,20.908884048461914,0.8990346193313599
52,0.23512889444828033,30.69275665283203,0.041002459824085236,21.15019989013672,0.900004506111145
53,0.2164326012134552,26.723026275634766,0.04639292135834694,22.788097381591797,0.9066410064697266
54,0.21817120909690857,25.115257263183594,0.032222069799900055,22.76546859741211,0.9062334895133972
55,0.2153235673904419,26.13741111755371,0.04283694550395012,22.366369247436523,0.9083536863327026
56,0.21569296717643738,26.19550895690918,0.043206531554460526,22.86817169189453,0.9074208736419678
57,0.21315588057041168,22.184579849243164,0.035138074308633804,23.034879684448242,0.9080918431282043
